,Author,Bookmarks,Comments,Post stats,Tags,Title,Views
984,SemperPeritus,230,12.0,9.0,['Python'],Удалённое исполнение системных команд по запросу через сокеты на Python 3 или как я сайты скачивал,"25,4k"
985,itinvest,96,,7.0,"['Разработка веб-сайтов', 'Python', 'Блог компании ITI Capital']",Событийно-ориентированный бэктестинг на Python шаг за шагом. Часть 4,"7,4k"
986,ketrin7,190,26.0,15.0,['Python'],Пишем графическую программу на Python с tkinter,"70,6k"
987,webtrium,114,,8.0,"['Тестирование веб-сервисов', 'Python', 'Django']",Функциональные тесты: Django + Selenium WebDriver и 3 варианта на Ваш выбор,"16,4k"
988,ar1,56,2.0,7.0,"['Программирование', 'Python', 'Lua']",Использование Remote API в робосимуляторе V-REP,"14,7k"
989,nodir,53,9.0,9.0,"['Машинное обучение', 'Python', 'C#', 'Big Data', '.NET']",Рекомендательная система на .Net или первые шаги с MyMediaLite,"16,4k"
990,WarmongeR,11,,10.0,"['Программирование', 'Разработка веб-сайтов', 'Python']",PyNSK #3 — третья встреча Новосибирского Python сообщества,"8,2k"
991,rasswet,124,10.0,,['Python'],Наиболее частые проблемы Python и решения (перевод),"14,2k"
992,alguryanow,153,13.0,10.0,"['Визуализация данных', 'Разработка веб-сайтов', 'Python', 'JavaScript', 'Ajax']",Перенаправление данных из COM-порта в web. Доработка,"19,7k"
993,defmethod,24,3.0,7.0,"['Программирование', 'Разработка веб-сайтов', 'Python', 'Django', 'Блог компании Rambler Group']",Moscow Python Meetup в Rambler&Co,5k
994,Wargaming,54,5.0,11.0,"['Поисковые технологии', 'Python', 'Open source', 'Блог компании Wargaming']",Python Meetup 28.08.15: полнотекстовый поиск и Europython 2015,"9,1k"
995,tbb,134,8.0,19.0,"['Криптография', 'Python']",Алгоритм шифрования RC5 и его реализация на python,"19,2k"
996,Alesh,238,26.0,27.0,"['Проектирование и рефакторинг', 'Программирование', 'Параллельное программирование', 'Алгоритмы', 'Python']",Python 3.5; async/await,"80,7k"
997,VladimirPesterev,103,7.0,5.0,['Python'],"Разворачиваем Flask-приложение на Nginx, используя Gunicorn",23k
998,lukashin,191,14.0,17.0,['Python'],Nginx: защищаем урл одноразовым паролем,"14,6k"
999,Alex10,178,12.0,17.0,"['Разработка веб-сайтов', 'Программирование', 'Python', 'NoSQL', 'MongoDB']","Написание framework на asyncio, aiohttp и мысли про Python3 часть первая","32,9k"
1000,bekbulatov,75,32.0,29.0,"['Разработка веб-сайтов', 'Python', 'Perl', 'JavaScript', 'Блог компании Mail.Ru Group']",Унификация дизайна со стороны бэкенда: JavaScript на сервере,"15,2k"
1001,alexkuku,249,3.0,23.0,"['Открытые данные', 'Визуализация данных', 'Python', 'Data Mining', 'Big Data']",Работа с данными среднего размера в Python. Pandas и Seaborn,"36,1k"
1002,nxsofsys,42,11.0,5.0,"['Обработка изображений', 'Python']",Группируем одинаковые приложения из разных магазинов по иконке,"8,2k"
1003,artifex,109,33.0,29.0,"['SQL', 'Python']",Snaql. Raw SQL в Python-проектах,"15,4k"
1004,Galecore,124,14.0,,"['Python', 'API']","Скачивание музыки из VK, используя VK api и Python3",17k
1005,itinvest,116,,11.0,"['Разработка веб-сайтов', 'Python', 'Блог компании ITI Capital']",Событийно-ориентированный бэктестинг на Python шаг за шагом. Часть 3,10k
1006,shulyndina,15,4.0,9.0,"['Программирование', 'Python', 'Django', 'Блог компании IT-People']",PYCON RUSSIA 2015: финальная программа,"4,7k"
1007,vasily-v-ryabov,110,15.0,10.0,"['Разработка под Windows', 'Программирование', 'Python', 'Open source', 'Блог компании Intel']",Старый новый pywinauto: автоматизация Windows GUI на Python на примере install/uninstall,"14,1k"
1008,Tanner,101,27.0,8.0,"['Разработка веб-сайтов', 'Python']",Мысли о развёртывании веб-приложений на тестовом сервере,"13,1k"
1009,Eugene713,248,34.0,44.0,['Python'],Программа-помощник для освоения слепой печати на клавиатуре в Linux,"26,8k"
1010,ptsecurity,31,13.0,11.0,"['Информационная безопасность', 'Python', 'C++', 'Блог компании Positive Technologies']",Защита корпоративных приложений: как стать разработчиком PT Application Firewall,"12,2k"
1011,FZambia,124,34.0,33.0,"['Разработка веб-сайтов', 'Python', 'Open source', 'Go', 'Блог компании Mail.Ru Group']","Centrifuge + Go = Centrifugo – harder, better, faster, stronger","20,5k"
1012,Valr,65,3.0,4.0,"['Машинное обучение', 'Python', 'Data Mining']",Работа с текстовыми данными в scikit-learn (перевод документации) — часть 2,"18,5k"
1013,shulyndina,15,5.0,13.0,"['Программирование', 'Python', 'Django', 'Блог компании IT-People']",Программа конференции PYCON RUSSIA 2015,"5,7k"
1014,ajaxtpm,146,25.0,48.0,"['Яндекс API', 'Python']",Стоимость жилья как функция координат,"31,4k"
1015,StraNNikk,281,62.0,79.0,"['Разработка веб-сайтов', 'Python', 'NoSQL', 'MongoDB']",Почему не все так просто с MongoDB,"63,8k"
1016,denis_kiber,225,6.0,12.0,"['Программирование', 'Криптография', 'Информационная безопасность', 'Python']",Криптография на Python: шифрование информации и создание электронных цифровых подписей с помощью пакета PyCrypto,"37,7k"
1017,master_Nemo,78,,20.0,"['Обработка изображений', 'Ненормальное программирование', 'Python']",Стабилизация таймлапс-видео на калькуляторе (IPython+OpenCV),"10,3k"
1018,StarHunter,103,7.0,14.0,"['Математика', 'Python']",Использование фильтра Калмана для определения производных измеряемой величины,12k
1019,sysprg_46,33,8.0,5.0,"['Программирование', 'Python', 'Perl', 'JavaScript', 'API']","Можно ли полагаться на данные, извлекаемые WMI классами?","7,9k"
1020,alguryanow,106,5.0,4.0,"['Визуализация данных', 'Разработка веб-сайтов', 'Python']",Перенаправление данных из COM-порта в Web,"23,2k"
1021,novoxudonoser,289,3.0,27.0,['Python'],Погружение в пучину интерпретатора Python. Ч1,"32,8k"
1022,Valr,87,,10.0,"['Машинное обучение', 'Python', 'Data Mining']",Работа с текстовыми данными в scikit-learn (перевод документации) — часть 1,"24,4k"
